ID,Dep,Nom,Code Postal,INSEE,Habitants,Densite,Surface,Longitude,Latitude,Altitude Max
16319,42,Violay,42780,42334,1338,49,27.07,4.35,45.85,1003
16320,42,Lay,42470,42118,710,55,12.85,4.21667,45.95,592
16321,42,Chandon,42190,42048,1448,116,12.38,4.21667,46.15,472
16322,42,Villars,42390,42330,7831,1369,5.72,4.35,45.4667,600
16323,42,Saint-Alban-les-Eaux,42370,42198,920,118,7.75,3.93333,46,791
16324,42,Dancé,42260,42082,159,18,8.83,4.03333,45.9,583
16325,42,Belleroche,42670,42014,259,18,13.93,4.41667,46.1667,881
16326,42,Roanne,42300,42187,36806,2283,16.12,4.06889,46.0367,304
16327,42,Pavezin,42410,42167,339,38,8.87,4.66667,45.4667,955
16328,42,Valfleury,42320,42320,664,75,8.77,4.5,45.5167,820
16329,42,Salles,42440,42295,479,18,25.22,3.79361,45.8478,963
16330,42,Neulise,42590,42156,1269,55,22.99,4.18333,45.9,606
16331,42,Vendranges,42590,42325,325,29,11.14,4.13333,45.9333,562
16332,42,Juré,42430,42116,244,20,12.07,3.88333,45.8833,836
16333,42,Grézieux-le-Fromental,42600,42105,121,11,10.31,4.15,45.6167,389
16334,42,Saint-Romain-les-Atheux,42660,42286,924,62,14.68,4.38333,45.35,983
16335,42,Fourneaux,42470,42098,617,50,12.17,4.26945,45.937,607
16336,42,Coutouvre,42460,42074,1098,50,21.87,4.21667,46.0667,538
16337,42,Cleppé,42110,42066,556,35,15.48,4.18333,45.7667,394
16338,42,Épercieux-Saint-Paul,42110,42088,663,83,7.92,4.21667,45.8,344
16339,42,Feurs,42110,42094,7921,324,24.39,4.23333,45.75,366
16340,42,Saint-Jodard,42590,42241,555,83,6.65,4.13333,45.8833,464
16341,42,Riorges,42153,42184,10714,690,15.51,4.03333,46.0333,334
16342,42,La Valla-sur-Rochefort,42111,42321,137,15,8.98,3.85,45.75,1224
16343,42,Lorette,42420,42123,4498,1319,3.41,4.58333,45.5167,500
16344,42,La Terrasse-sur-Dorlay,42740,42308,765,88,8.69,4.58333,45.45,873
16345,42,Saint-Just-en-Chevalet,42430,42248,1182,40,29.19,3.85,45.9167,983
16346,42,Saint-Genest-Malifaux,42660,42224,2931,62,47.08,4.41667,45.3333,1292
16347,42,Bully,42260,42027,395,20,19.03,4,45.9333,733
16348,42,Noailly,42640,42157,776,24,31.45,4.01667,46.1333,363
16349,42,Saint-Just-la-Pendue,42540,42249,1569,78,19.88,4.25,45.9,637
16350,42,Saint-Georges-en-Couzan,42990,42227,406,17,23.64,3.93333,45.7,1134
16351,42,Pommiers,42260,42173,374,15,23.84,4.06667,45.8333,408
16352,42,Sevelinges,42460,42300,651,79,8.19,4.3,46.1,682
16353,42,Saint-Laurent-la-Conche,42210,42251,594,38,15.51,4.2,45.6833,366
16354,42,Fontanès,42140,42096,652,98,6.63,4.43333,45.55,900
16355,43,Blavozy,43700,43032,1592,249,6.38,3.95,45.05,871
16356,43,Desges,43300,43085,63,3,16.83,3.46667,45.0167,1177
16357,43,Vissac-Auteyrac,43300,43013,336,19,17.1,3.60973,45.122,1229
16358,43,Loudes,43320,43124,870,35,24.33,3.75,45.0833,1042
16359,43,Saint-Jeures,43200,43199,910,26,34.14,4.2,45.1,1208
16360,43,La Chapelle-Geneste,43160,43059,139,7,18.06,3.66667,45.35,1114
16361,43,Vieille-Brioude,43100,43262,1215,43,27.7,3.41667,45.2667,725
16362,43,Saint-Julien-Chapteuil,43260,43200,1870,66,28.26,4.06667,45.0333,1408
16363,43,Grenier-Montgon,43450,43103,118,23,5.01,3.21667,45.2833,694
16364,43,Vazeilles-Limandre,43320,43254,241,20,11.72,3.66667,45.1167,1197
16365,43,Tence,43190,43244,3193,61,52.12,4.28333,45.1167,1127
16366,43,Fontannes,43100,43096,1058,108,9.77,3.425,45.2917,527
16367,43,Blanzac,43350,43030,311,36,8.58,3.85,45.1167,915
16368,43,Borne,43350,43036,425,77,5.48,3.78333,45.1,885
16369,43,Le Chambon-sur-Lignon,43400,43051,2672,64,41.71,4.3,45.05,1139
16370,43,Blassac,43380,43031,152,12,12.56,3.41667,45.1667,953
16371,43,Moudeyres,43150,43144,107,11,9.25,4.11667,44.95,1286
16372,43,Chassignolles,43440,43064,80,4,18.27,3.5,45.4,1100
16373,43,Saint-Préjet-d'Allier,43580,43220,171,6,24.46,3.61667,44.9167,1135
16374,43,Monistrol-sur-Loire,43120,43137,8717,180,48.25,4.16667,45.2833,874
16375,43,Boisset,43500,43034,285,20,14.04,3.98333,45.3167,944
16376,43,Beaumont,43100,43022,269,22,12.03,3.34239,45.3167,692
16377,43,Azerat,43390,43017,265,14,18.11,3.38333,45.3667,661
16378,43,Vazeilles-près-Saugues,43580,43255,42,6,6.73,3.58333,44.9,1154
16379,43,Torsiac,43450,43247,72,7,9.06,3.23333,45.35,690
16380,43,Josat,43230,43107,91,7,12.44,3.6,45.2167,1107
16381,43,Solignac-sous-Roche,43130,43240,216,24,8.65,4,45.25,876
16382,43,Pébrac,43300,43149,124,6,17.85,3.51667,45.0333,1071
16383,43,Ally,43380,43006,163,5,31.13,3.30833,45.1583,1109
16384,43,Beaulieu,43800,43021,923,41,22.27,3.94195,45.1281,948
16385,43,Polignac,43770,43152,2809,84,33.05,3.86667,45.0667,892
16386,43,Saint-Geneys-près-Saint-Paulien,43350,43187,303,18,16.49,3.81667,45.15,1098
16387,43,Saint-Julien-des-Chazes,43300,43202,75,11,6.63,3.58333,45.05,923
16388,43,Léotoing,43410,43121,207,10,19.56,3.23333,45.3667,701
16389,43,Monistrol-d'Allier,43580,43136,219,8,27.32,3.63333,44.95,1074
16390,43,Venteuges,43170,43256,366,9,39.35,3.51667,44.9833,1270
16391,43,Chomelix,43500,43071,488,18,26.47,3.83333,45.2667,1089
16392,43,Saint-Martin-de-Fugères,43150,43210,204,9,20.87,3.93333,44.9,1185
16393,43,Le Brignon,43370,43039,595,17,34.9,3.88333,44.9333,1127
16394,43,Brioude,43100,43040,6664,492,13.52,3.4,45.3,622
16395,43,Sainte-Florine,43250,43185,3145,410,7.67,3.33333,45.4,511
16396,43,Laussonne,43150,43115,1007,40,25.11,4.05,44.9667,1191
16397,43,Couteuges,43230,43079,302,29,10.34,3.51667,45.1833,722
16398,43,Autrac,43450,43014,78,9,8.46,3.13333,45.3333,1028
16399,43,Grazac,43200,43102,1000,46,21.66,4.18333,45.1833,854
16400,43,Bonneval,43160,43035,86,5,14.66,3.75,45.3167,1126
16401,43,Saint-Paulien,43350,43216,2406,59,40.63,3.81667,45.1333,1070
16402,43,Sembadel,43160,43237,248,13,18.59,3.68333,45.2667,1128
16403,43,Saint-Pierre-Eynac,43260,43218,1030,42,23.99,4.03333,45.05,1070
16404,43,Beauzac,43590,43025,2762,76,36.33,4.1,45.25,969
16405,43,Saint-Front,43550,43186,458,8,52.33,4.13333,44.9833,1594
16406,43,Landos,43340,43111,932,25,36.51,3.83333,44.85,1237
16407,43,Vorey,43800,43267,1423,36,39.23,3.9,45.1833,948
16408,43,Siaugues-Sainte-Marie,43300,43239,798,19,40.01,3.6325,45.0937,1301
16409,43,Goudet,43150,43101,61,13,4.5,3.91667,44.8833,1018
16410,43,Lorlanges,43360,43123,326,22,14.49,3.26667,45.3333,682
16411,43,Bas-en-Basset,43210,43020,4126,88,46.76,4.1,45.3,901
16412,43,Frugières-le-Pin,43230,43100,135,11,11.57,3.5,45.2667,766
16413,43,Allègre,43270,43003,987,41,23.57,3.7,45.2,1172
16414,43,Saint-Julien-d'Ance,43500,43201,238,13,17.82,3.91667,45.3,954
16415,43,Valprivas,43210,43249,498,21,23.66,4.05,45.3167,953
16416,43,Saint-Vert,43440,43226,109,5,20.67,3.55,45.3667,1132
16417,43,Lavoûte-Chilhac,43380,43118,308,85,3.61,3.4,45.15,640
16418,43,Sanssac-l'Église,43320,43233,1049,68,15.28,3.76667,45.05,964
16419,43,Mézères,43800,43134,158,18,8.58,4,45.15,1089
16420,43,Saint-Pal-de-Mons,43620,43213,2069,76,27.11,4.28333,45.2333,969
16421,43,Champclause,43260,43053,207,9,22.27,4.175,45.025,1436
16422,43,Tiranges,43130,43246,456,16,26.83,3.98333,45.3,921
16423,43,Saint-Arcons-d'Allier,43300,43167,194,12,16.08,3.56667,45.0667,1045
16424,43,Lempdes-sur-Allagnon,43410,43120,1323,127,10.4,3.2721,45.385,546
16425,43,La Besseyre-Saint-Mary,43170,43029,134,6,21.57,3.41667,44.9667,1496
16426,43,Saint-Julien-Molhesabate,43220,43204,206,7,27.5,4.43333,45.1833,1388
16427,43,Saint-Paul-de-Tartas,43420,43215,192,6,27.47,3.9,44.8,1342
16428,43,Chadron,43150,43047,258,18,13.62,3.93333,44.9667,983
16429,43,Paulhac,43100,43147,656,78,8.4,3.35,45.3,646
16430,43,Saint-Julien-du-Pinet,43200,43203,452,26,17.2,4.03333,45.1333,1186
16431,43,La Séauve-sur-Semène,43140,43236,1414,179,7.86,4.25,45.2833,865
16432,43,Vergezac,43320,43257,428,21,20.31,3.71667,45.0333,1259
16433,43,Saint-Bonnet-le-Froid,43290,43172,231,17,13.09,4.45,45.15,1161
16434,43,Lantriac,43260,43113,1860,81,22.83,4,45,1083
16435,43,Prades,43300,43155,62,12,4.82,3.59278,45.0275,880
16436,43,Saint-Jean-de-Nay,43320,43197,384,13,28.26,3.7,45.0667,1301
16437,43,Solignac-sur-Loire,43370,43241,1210,50,24,3.88333,44.9667,1115
16438,43,Espaly-Saint-Marcel,43000,43089,3548,564,6.29,3.86667,45.05,892
16439,43,Freycenet-la-Cuche,43150,43097,137,8,16.25,4.1,44.8833,1524
16440,43,Raucoules,43290,43159,891,42,21.01,4.3,45.1833,915
16441,43,Chanaleilles,43170,43054,207,4,48.52,3.5,44.8667,1486
16442,43,Saint-Austremoine,43380,43169,50,4,11.55,3.38333,45.1167,1044
16443,43,Chaudeyrolles,43430,43066,102,5,18.9,4.25,44.95,1720
16444,43,Cussac-sur-Loire,43370,43084,1688,164,10.27,3.87111,44.99,1069
16445,43,Chavaniac-Lafayette,43230,43067,280,33,8.41,3.58333,45.15,1046
16446,43,Fay-sur-Lignon,43430,43092,419,31,13.24,4.23333,44.9833,1380
16447,43,Le Bouchet-Saint-Nicolas,43510,43037,241,12,19.31,3.78333,44.8833,1301
16448,43,Présailles,43150,43156,152,6,22.23,4.03333,44.9,1283
16449,43,Cistrières,43160,43073,136,6,21.89,3.61667,45.3167,1155
16450,43,Saint-Étienne-sur-Blesle,43450,43182,51,2,17.65,3.13333,45.3167,1004
16451,43,Chambezon,43410,43050,88,17,5.09,3.23333,45.3833,720
16452,43,Lubilhac,43100,43125,107,4,24.09,3.25,45.25,996
16453,43,Saint-Georges-d'Aurac,43230,43188,452,25,17.42,3.53333,45.15,911
16454,43,Auzon,43390,43016,925,54,16.96,3.38333,45.3833,755
16455,43,Chaspinhac,43700,43061,725,44,16.44,3.95,45.0833,937
16456,43,Saint-Privat-du-Dragon,43380,43222,164,7,21.66,3.46667,45.1833,780
16457,43,Langeac,43300,43112,3978,117,33.94,3.48333,45.1,951
16458,43,Mazeyrat-d'Allier,43300,43132,1546,34,44.95,3.52806,45.1209,1000
16459,43,Ferrussac,43300,43094,85,4,17.08,3.41667,45.1,1057
16460,43,Saint-Beauzire,43100,43170,332,14,23.46,3.2675,45.275,891
16461,43,Arlempdes,43490,43008,132,9,13.74,3.91667,44.8667,1166
16462,43,Tailhac,43300,43242,81,6,12.52,3.46667,45.05,1067
16463,43,Beaux,43200,43024,794,47,16.78,4.1,45.1833,920
16464,43,Bains,43370,43018,1270,33,37.56,3.76667,45.0167,1332
16465,43,Aurec-sur-Loire,43110,43012,5614,250,22.44,4.2,45.3667,821
16466,43,Le Monastier-sur-Gazeille,43150,43135,1767,44,39.39,3.99528,44.9392,1283
16467,43,Roche-en-Régnier,43130,43164,491,18,26.92,3.93333,45.2167,1076
16468,43,Berbezit,43160,43027,59,5,10.39,3.6,45.2833,1163
16469,43,Chilhac,43380,43070,197,47,4.11,3.45,45.15,780
16470,43,Saint-Germain-Laprade,43700,43190,3413,121,28.09,3.96667,45.0333,920
16471,43,Araules,43200,43007,623,20,31.1,4.16667,45.0833,1386
16472,43,Cubelles,43170,43083,136,11,12.13,3.58333,45,1054
16473,43,Saint-Étienne-du-Vigan,43420,43180,112,11,9.43,3.83333,44.7833,1164
16474,43,Saint-Vénérand,43580,43225,55,5,9.68,3.66667,44.8667,1099
16475,43,Saugues,43170,43234,1873,23,78.8,3.55,44.9667,1483
16476,43,Ceyssac,43000,43045,398,36,10.86,3.81667,45.0333,897
16477,43,Pinols,43300,43151,227,6,34.92,3.41667,45.05,1428
16478,43,Sainte-Eugénie-de-Villeneuve,43230,43183,93,15,6.11,3.61667,45.1333,1129
16479,43,Lissac,43350,43122,260,21,12.03,3.76667,45.1333,908
16480,43,Barges,43340,43019,70,9,7.02,3.9,44.8333,1258
16481,43,Riotord,43220,43163,1197,23,51.88,4.4,45.2333,1369
16482,43,Croisances,43580,43081,35,4,7.37,3.6,44.9,1151
16483,43,Alleyrac,43150,43004,123,10,11.34,3.96667,44.8833,1283
16484,43,Saint-Maurice-de-Lignon,43200,43211,2402,79,30.23,4.15,45.2167,892
16485,43,Lafarre,43490,43109,63,4,13.02,3.98973,44.8423,1192
16486,43,Bellevue-la-Montagne,43350,43026,468,14,32.74,3.81667,45.2167,1061
16487,43,Bournoncle-Saint-Pierre,43360,43038,1008,62,16.16,3.31667,45.3333,614
16488,43,Aiguilhe,43000,43002,1585,1440,1.1,3.88473,45.0509,751
16489,43,Villettes,43600,43265,1204,102,11.78,4.18333,45.2333,794
16490,43,Frugerès-les-Mines,43250,43099,510,472,1.08,3.31667,45.3833,480
16491,43,Montfaucon-en-Velay,43290,43141,1277,255,4.99,4.31362,45.185,969
16492,43,Saint-Hilaire,43390,43193,183,12,14.64,3.43899,45.3807,884
16493,43,La Chapelle-Bertin,43270,43057,58,5,11.29,3.65,45.2167,1136
16494,43,Saint-Jean-d'Aubrigoux,43500,43196,187,10,17.8,3.81667,45.35,1191
16495,43,Charraix,43300,43060,95,10,9.46,3.56667,45.0333,1030
16496,43,Auvers,43300,43015,62,2,21.5,3.41667,45,1496
16497,43,Lavoûte-sur-Loire,43800,43119,760,74,10.16,3.9,45.1167,900
16498,43,Saint-Christophe-sur-Dolaison,43370,43174,954,34,27.34,3.81667,45,1069
16499,43,Mazet-Saint-Voy,43520,43130,1150,25,45.02,4.23333,45.05,1283
16500,43,Saint-Didier-sur-Doulon,43440,43178,211,6,34.14,3.55,45.3,1089
16501,43,Vernassal,43270,43259,393,20,19.23,3.7,45.15,1163
16502,43,Vielprat,43490,43263,63,8,7.24,3.95,44.85,1112
16503,43,Le Mas-de-Tence,43190,43129,175,13,12.83,4.36667,45.1167,1153
16504,43,Lapte,43200,43114,1502,48,30.75,4.21667,45.1833,914
16505,43,Dunières,43220,43087,2934,84,34.75,4.33333,45.2167,1033
16506,43,Chamalières-sur-Loire,43800,43049,465,34,13.4,3.98333,45.2,984
16507,43,Saint-Étienne-Lardeyrol,43260,43181,695,58,11.8,4,45.0667,1033
16508,43,Vézézoux,43390,43261,517,72,7.13,3.35,45.4,638
16509,43,Fix-Saint-Geneys,43320,43095,139,17,7.91,3.66667,45.1333,1195
16510,43,Javaugues,43100,43105,197,28,6.98,3.48333,45.2833,798
16511,43,Le Monteil,43700,43140,604,272,2.22,3.91473,45.0656,786
16512,43,Saint-Laurent-Chabreuges,43100,43207,233,28,8.27,3.35,45.2833,683
16513,43,Chaniat,43100,43055,166,11,13.93,3.48333,45.3167,869
16514,43,Coubon,43700,43078,3063,134,22.73,3.91667,45,948
16515,43,Saint-Georges-Lagricol,43500,43189,498,25,19.17,3.88611,45.2981,963
16516,43,Salzuit,43230,43232,361,44,8.05,3.5,45.2167,768
16517,43,Saint-Didier-d'Allier,43580,43176,34,4,7.71,3.68333,44.9667,1214
16518,43,Saint-Jean-Lachalm,43510,43198,285,8,34.64,3.71667,44.9667,1417
16519,43,Chanteuges,43300,43056,424,25,16.33,3.55,45.0667,894
16520,43,Domeyrat,43230,43086,192,20,9.57,3.51667,45.25,752
16521,43,La Chapelle-d'Aurec,43120,43058,902,76,11.79,4.2,45.3333,796
16522,43,Vastres,43430,43253,212,6,30.34,4.26112,44.9892,1215
16523,43,Agnat,43100,43001,190,9,19.65,3.46667,45.35,860
16524,43,Arsac-en-Velay,43700,43010,1179,97,12.15,3.95,44.9833,958
16525,43,Sainte-Sigolène,43600,43224,5913,192,30.64,4.25,45.2333,854
16526,43,Le Pertuis,43200,43150,423,35,11.89,4.05,45.1,1255
16527,43,Le Puy-en-Velay,43000,43157,18521,1103,16.79,3.88583,45.0442,888
16528,43,Saint-Bérain,43300,43171,96,7,13,3.63333,45.0333,1301
16529,43,Saint-André-de-Chalencon,43130,43166,340,19,17.2,4,45.2833,969
16530,43,Montregard,43290,43142,607,15,39.93,4.35,45.15,1142
16531,43,Saint-Arcons-de-Barges,43420,43168,115,7,15.38,3.93333,44.8333,1342
16532,43,Chenereilles,43190,43069,301,20,14.42,4.23333,45.1333,956
16533,43,Queyrières,43260,43158,310,22,13.95,4.1,45.0667,1436
16534,43,Jax,43230,43106,134,11,11.93,3.61667,45.1667,1150
16535,43,Saint-Hostien,43260,43194,684,50,13.49,4.05,45.0667,1204
16536,43,Chastel,43300,43065,145,5,27.69,3.31667,45.0833,1359
16537,43,Chadrac,43770,43046,2671,1077,2.48,3.9,45.0667,730
16538,43,Estables,43150,43091,344,10,33.94,4.15,44.9083,1725
16539,43,Chaspuzac,43320,43062,687,70,9.77,3.73333,45.0667,964
16540,43,Grèzes,43170,43104,213,5,35.79,3.5,44.9167,1484
16541,43,Saint-Pierre-du-Champ,43810,43217,489,15,31.09,3.89945,45.2478,963
16542,43,Saint-Pal-de-Chalencon,43500,43212,1018,35,28.95,3.95695,45.3567,978
16543,43,Saint-Romain-Lachalm,43620,43223,1074,56,19.02,4.33333,45.2667,1008
16544,43,Espalem,43450,43088,287,19,14.62,3.25,45.3167,739
16545,43,Costaros,43490,43077,620,161,3.85,3.83333,44.9,1215
16546,43,Sainte-Marguerite,43230,43208,37,6,5.39,3.58333,45.2,889
16547,43,Saint-Vincent,43800,43230,978,47,20.4,3.90945,45.1442,932
16548,43,La Chomette,43230,43072,140,20,6.9,3.48333,45.2333,743
16549,43,Laval-sur-Doulon,43440,43116,62,5,12.28,3.58333,45.35,1110
16550,43,Chassagnes,43230,43063,178,14,12.24,3.55,45.2167,871
16551,43,Pont-Salomon,43330,43153,1870,221,8.43,4.25,45.3333,803
16552,43,Craponne-sur-Arzon,43500,43080,2164,64,33.37,3.85,45.3333,1063
16553,43,Félines,43160,43093,283,13,20.5,3.75,45.2667,1122
16554,43,Aubazat,43380,43011,188,11,16.38,3.45,45.1333,848
16555,43,Saint-Géron,43360,43191,233,21,10.76,3.28333,45.3333,674
16556,43,Bessamorel,43200,43028,409,55,7.37,4.08723,45.1206,1137
16557,43,Saint-Didier-en-Velay,43140,43177,3367,131,25.56,4.28333,45.3,924
16558,43,Cayres,43510,43042,708,24,29.22,3.8,44.9167,1382
16559,43,Ouides,43510,43145,55,5,10.69,3.73333,44.9,1286
16560,43,Séneujols,43510,43238,304,24,12.24,3.78333,44.9667,1417
16561,43,Saint-Vidal,43320,43229,521,67,7.71,3.78333,45.0667,924
16562,43,Cohade,43100,43074,823,82,9.99,3.38333,45.3333,459
16563,43,Varennes-Saint-Honorat,43270,43252,34,2,11.91,3.63333,45.1833,1174
16564,43,Saint-Victor-sur-Arlanc,43500,43228,106,8,11.88,3.78333,45.3333,1044
16565,43,Chazelles,43300,43068,34,6,4.9,3.48806,45.0192,1013
16566,43,Salettes,43150,43231,148,7,20.28,3.96528,44.8634,1181
16567,43,Saint-Cirgues,43380,43175,161,11,13.62,3.41667,45.15,1033
16568,43,Cerzat,43380,43044,194,18,10.41,3.48333,45.1667,747
16569,43,Saint-Ilpize,43380,43195,176,14,11.81,3.4,45.2,763
16570,43,Lamothe,43100,43110,824,67,12.24,3.42445,45.3131,645
16571,43,Cronce,43300,43082,81,5,16.15,3.36667,45.1,1173
16572,43,Montclard,43230,43139,62,6,9.58,3.56667,45.2667,1204
16573,43,Esplantas,43170,43090,101,9,10.4,3.56667,44.9,1142
16574,43,Arlet,43380,43009,23,3,5.78,3.43333,45.1167,933
16575,43,Monlet,43270,43138,416,11,35.7,3.71667,45.2167,1172
16576,43,Yssingeaux,43200,43268,7009,86,80.57,4.11667,45.1333,1320
16577,43,Malvalette,43210,43127,732,34,21.01,4.15,45.35,846
16578,43,Paulhaguet,43230,43148,940,83,11.23,3.53333,45.2,689
16579,43,Blesle,43450,43033,634,21,29.8,3.18333,45.3167,875
16580,43,Alleyras,43580,43005,173,6,24.86,3.68333,44.9,1074
16581,43,Saint-Just-Malmont,43240,43205,4126,177,23.28,4.31667,45.3333,934
16582,43,Freycenet-la-Tour,43150,43098,129,16,7.93,4.06667,44.9333,1244
16583,43,Brives-Charensac,43700,43041,4231,868,4.87,3.93333,45.05,838
16584,43,Retournac,43130,43162,2714,59,45.76,4.03333,45.2,1064
16585,43,La Chaise-Dieu,43160,43048,722,53,13.58,3.7,45.3167,1120
16586,43,Connangles,43160,43076,137,6,21.89,3.65,45.3,1145
16587,43,Vals-près-le-Puy,43750,43251,3518,687,5.12,3.86667,45.0167,920
16588,43,Beaune-sur-Arzon,43500,43023,209,14,14.38,3.81667,45.2833,1073
16589,43,Villeneuve-d'Allier,43380,43264,329,22,14.31,3.4,45.2,902
16590,43,Collat,43230,43075,85,8,10.22,3.61667,45.25,1191
16591,43,Champagnac-le-Vieux,43440,43052,232,11,20.61,3.5,45.35,980
16592,43,Vals-le-Chastel,43230,43250,46,11,3.99,3.53333,45.2667,777
16593,43,Saint-Ferréol-d'Auroure,43330,43184,2390,220,10.85,4.25,45.35,818
16594,43,Jullianges,43500,43108,439,23,18.44,3.78333,45.3,1089
16595,43,Le Vernet,43320,43260,31,8,3.82,3.66667,45.0333,1301
16596,43,Céaux-d'Allègre,43270,43043,462,14,32.41,3.73333,45.1667,1144
16597,43,Mercœur,43100,43133,136,4,27.51,3.29335,45.1918,1009
16598,43,Saint-Privat-d'Allier,43580,43221,401,13,29.96,3.68333,44.9833,1221
16599,43,Saint-Haon,43340,43192,347,9,37.57,3.75,44.85,1240
16600,43,Montusclat,43260,43143,130,12,10.47,4.13333,45.0167,1328
16601,43,Rosières,43800,43165,1431,53,26.82,3.98333,45.1333,1072
16602,43,Thoras,43170,43245,216,5,37.56,3.56667,44.8667,1371
16603,43,Vergongheon,43360,43258,1838,145,12.61,3.33333,45.3667,483
16604,43,Saint-Just-près-Brioude,43100,43206,425,9,46.94,3.36667,45.2333,941
16605,43,Saint-Christophe-d'Allier,43340,43173,105,5,19.3,3.70445,44.8556,1133
16606,43,Saint-Préjet-Armandon,43230,43219,107,12,8.47,3.55,45.25,853
16607,43,Malrevers,43800,43126,720,51,14.09,3.95,45.1,920
16608,43,Malvières,43160,43128,134,9,13.72,3.73333,45.3333,1074
16609,43,Lavaudieu,43100,43117,224,12,17.54,3.46667,45.2667,727
16610,43,Pradelles,43420,43154,613,35,17.48,3.88223,44.7695,1302
16611,43,Rauret,43340,43160,178,8,20.75,3.78333,44.8167,1204
16612,43,Saint-Pal-de-Senouire,43160,43214,101,5,18.35,3.65,45.2667,1204
16613,43,Saint-Victor-Malescours,43140,43227,790,54,14.47,4.31667,45.2833,931
16614,43,Mazerat-Aurouze,43230,43131,200,12,16.35,3.56667,45.1833,968
16615,44,Saint-Vincent-des-Landes,44590,44193,1462,43,33.7,-1.5,47.65,77
16616,44,Corcoué-sur-Logne,44650,44156,2553,50,50.39,0.423057,46.9656,69
16617,44,Indre,44610,44074,4006,848,4.72,0.32889,47.1987,26
16618,44,Saint-Malo-de-Guersac,44550,44176,3212,219,14.62,-2.16667,47.35,13
16619,44,Maisdon-sur-Sèvre,44690,44088,2636,151,17.45,-1.38333,47.1,63
16620,44,Piriac-sur-Mer,44420,44125,2209,178,12.37,-2.55,47.3833,36
16621,44,Le Landreau,44430,44079,2876,119,23.98,-1.3,47.2,96
16622,44,Mouzeil,44850,44107,1783,94,18.87,-1.35,47.45,54
16623,44,Sainte-Pazanne,44680,44186,5437,130,41.56,-1.81667,47.1,41
16624,44,Joué-sur-Erdre,44440,44077,2163,39,54.53,-1.41667,47.5,66
16625,44,Guenrouet,44530,44068,3007,43,69.9,-1.95,47.5167,73
16626,44,Brains,44830,44024,2584,168,15.31,-1.71667,47.1667,34
16627,44,Erbray,44110,44054,2940,50,58.18,-1.31667,47.65,108
16628,44,Carquefou,44470,44026,17805,410,43.42,-1.5,47.3,76
16629,44,Saint-Herblain,44800,44162,43153,1437,30.02,-1.65,47.2167,64
16630,44,Oudon,44521,44115,3355,151,22.12,-1.28333,47.35,74
16631,44,Treffieux,44170,44208,786,41,19.12,-1.53333,47.6167,54
16632,44,Saint-Viaud,44320,44192,2116,64,32.63,-2.01667,47.25,51
16633,44,Saint-Même-le-Tenu,44270,44181,1152,63,18.27,-1.78333,47.0167,39
16634,44,Vallet,44330,44212,8425,142,58.96,-1.26667,47.1667,98
16635,44,La Marne,44270,44090,1364,76,17.8,-1.73333,47,39
16636,44,Saint-Père-en-Retz,44320,44187,4135,65,62.72,-2.03333,47.2,62
16637,44,Fay-de-Bretagne,44130,44056,3230,49,64.81,-1.8,47.4167,87
16638,44,Juigné-des-Moutiers,44670,44078,353,14,24.65,-1.18333,47.6833,102
16639,44,Saint-Hilaire-de-Clisson,44190,44165,2019,109,18.43,-1.31667,47.0667,54
16640,44,Boussay,44190,44022,2684,101,26.45,-1.18333,47.05,111
16641,44,Donges,44480,44052,6748,139,48.5,-2.06667,47.3,31
16642,44,Missillac,44780,44098,4843,81,59.55,-2.16667,47.4833,63
16643,44,Teillé,44440,44202,1740,60,28.55,0.720279,47.4617,64
16644,44,La Chapelle-Saint-Sauveur,44370,44034,780,41,18.7,-0.983333,47.4333,76
16645,44,Blain,44130,44015,9434,92,101.72,-1.75,47.4833,44
16646,44,Couffé,44521,44048,2290,57,39.97,-1.28333,47.4,73
16647,44,Pornic,44210,44131,14101,149,94.18,-2.1,47.1167,60
16648,44,La Planche,44140,44127,2382,97,24.42,-1.43333,47.0167,52
16649,44,Pannecé,44440,44118,1349,44,30.59,-1.23333,47.4833,79
16650,44,La Turballe,44420,44211,4582,247,18.53,-2.51667,47.35,45
16651,44,Petit-Auverné,44670,44121,433,19,22.53,-1.28333,47.6167,81
16652,44,La Remaudière,44430,44141,1140,87,12.98,-1.25,47.2333,101
16653,44,Remouillé,44140,44142,1695,79,21.38,-1.36667,47.05,61
16654,44,Paimbœuf,44560,44116,3206,1603,2,-2.03333,47.2833,11
16655,44,Montrelais,44370,44104,822,59,13.73,-0.966667,47.3833,62
16656,44,Corsept,44560,44046,2742,116,23.62,-2.05,47.2833,26
16657,44,Sucé-sur-Erdre,44240,44201,6258,151,41.33,0.470557,47.3448,47
16658,44,Le Fresne-sur-Loire,49123,44060,982,156,6.29,-0.928333,47.4009,61
16659,44,Saint-Lyphard,44410,44175,4326,175,24.63,-2.3,47.4,23
16660,44,La Chapelle-Glain,44670,44031,822,23,34.5,-1.2,47.6167,99
16661,44,Prinquiau,44260,44137,3103,135,22.82,-2,47.3667,70
16662,44,La Rouxière,44370,44147,1014,48,20.96,-1.06667,47.45,78
16663,44,Grandchamps-des-Fontaines,44119,44066,4837,142,33.87,0.394723,47.365,70
16664,44,Malville,44260,44089,3161,101,31.24,-1.86667,47.3667,89
16665,44,Le Pouliguen,44510,44135,4979,1134,4.39,-2.43333,47.2667,23
16666,44,Avessac,44460,44007,2437,31,76.49,-1.98333,47.65,81
